Registro;Nombre;Fecha Registro;Empresa;Principio Activo;Control Legal
F-17342/19;IBUPROFENO SUSPENSIÓN ORAL PEDIÁTRICA 100 mg/5 mL;30/01/2009;LABORATORIO CHILE S.A.;IBUPROFENO;
F-24851/19;IBUTEC FORTE SUSPENSIÓN ORAL 200 mg/5 mL (IBUPROFENO);3/06/2019;SCM PHARMA S.p.A.;Ibuprofeno;
F-24910/19;IBUTEC SUSPENSIÓN ORAL 100 mg/5 mL (IBUPROFENO);2/07/2019;SCM PHARMA S.p.A.;IBUPROFENO;
H-599/20;IGNATIA COMPUESTA D8 SOLUCIÓN ORAL PARA GOTAS;13/03/1989;KNOP LABORATORIOS S.A.;;
H-583/20;IGNATIA COMPUESTA SOLUCIÓN ORAL PARA GOTAS;7/10/1988;KNOP LABORATORIOS S.A.;;
H-798/20;IGNATIA D6 COMPRIMIDOS;27/04/1988;KNOP LABORATORIOS S.A.;;
H-557/20;IKOPLEX N°15 COMPRIMIDOS;14/04/1983;KNOP LABORATORIOS S.A.;;
H-554/20;IKOPLEX N°19 COMPRIMIDOS;21/04/1983;KNOP LABORATORIOS S.A.;;
H-546/20;IKOPLEX N°5 COMPRIMIDOS;8/04/1983;KNOP LABORATORIOS S.A.;;
H-559/20;IKOPLEX N°7 COMPRIMIDOS;15/04/1983;KNOP LABORATORIOS S.A.;;
H-545/20;IKOPLEX Nº 10 COMPRIMIDOS;21/04/1983;KNOP LABORATORIOS S.A.;;
H-553/20;IKOPLEX Nº 12 COMPRIMIDOS;15/04/1983;KNOP LABORATORIOS S.A.;;
H-555/20;IKOPLEX Nº 13 COMPRIMIDOS;13/04/1983;KNOP LABORATORIOS S.A.;;
H-550/20;IKOPLEX Nº 14 COMPRIMIDOS;13/04/1983;KNOP LABORATORIOS S.A.;;
H-566/20;IKOPLEX Nº 17 COMPRIMIDOS;14/04/1983;KNOP LABORATORIOS S.A.;;
H-561/20;IKOPLEX Nº 18 COMPRIMIDOS;22/04/1983;KNOP LABORATORIOS S.A.;;
H-558/20;IKOPLEX Nº 2 COMPRIMIDOS;8/04/1983;KNOP LABORATORIOS S.A.;;
H-564/20;IKOPLEX Nº 20 COMPRIMIDOS;21/04/1983;KNOP LABORATORIOS S.A.;;
H-548/20;IKOPLEX Nº 21 COMPRIMIDOS;21/04/1983;KNOP LABORATORIOS S.A.;;
H-552/20;IKOPLEX Nº 22 COMPRIMIDOS;21/04/1983;KNOP LABORATORIOS S.A.;;
H-549/20;IKOPLEX Nº 23 COMPRIMIDOS;21/04/1983;KNOP LABORATORIOS S.A.;;
H-565/20;IKOPLEX Nº 24 COMPRIMIDOS;13/04/1983;KNOP LABORATORIOS S.A.;;
H-547/20;IKOPLEX Nº 3 COMPRIMIDOS;19/04/1983;KNOP LABORATORIOS S.A.;;
H-562/20;IKOPLEX Nº 4 COMPRIMIDOS;19/04/1983;KNOP LABORATORIOS S.A.;;
H-560/20;IKOPLEX Nº 6 COMPRIMIDOS;8/04/1983;KNOP LABORATORIOS S.A.;;
H-563/20;IKOPLEX Nº 8 COMPRIMIDOS;15/04/1983;KNOP LABORATORIOS S.A.;;
H-556/20;IKOPLEX Nº 9 COMPRIMIDOS;21/04/1983;KNOP LABORATORIOS S.A.;;
H-567/20;IKOPLEX Nº1 COMPRIMIDOS;8/04/1983;KNOP LABORATORIOS S.A.;;
H-551/20;IKOPLEX Nº11 COMPRIMIDOS;15/04/1983;KNOP LABORATORIOS S.A.;;
F-24920/19;IMITIMOL COMPRIMIDOS 1 g (Paracetamol);3/07/2019;MEGALABS CHILE S.A.;PARACETAMOL;
F-21854/20;IMITIMOL COMPRIMIDOS 1 g (PARACETAMOL);26/05/2015;MEGALABS CHILE S.A.;PARACETAMOL;
H-1215/19;INFLUENZINUM C200 GLOBULOS;22/07/2014;LAURA XIMENA POLANCO GONZÁLEZ;;
H-607/20;INFLUK SOLUCIÓN ORAL PARA GOTAS;29/03/1989;KNOP LABORATORIOS S.A.;;
B-2767/19;INFLUVAC TETRA SUSPENSIÓN INYECTABLE (VACUNA INFLUENZA INACTIVADA);26/09/2019;LABORATORIOS RECALCINE S.A.;"A/Victoria/2570/2019 (H1N1) Pdm09 Cepa Que Deriva De (A/Victoria/2570/2019;Ivr-215);A/Darwin/9/2021 (H3N2) Cepa Que Deriva De (A/Darwin/6/2021;Ivr-227);B/Austria/1359417/2021 Cepa Que Deriva De (B/Austria/1359417/2021;Bvr-26);B/Phuket/3073/2013 Cepa Que Deriva De (B/Phuket/3073/2013 Tipo Salvaje)";
B-1007/20;INFLUVAC VACUNA ANTI - INFLUENZA SUSPENSIÓN INYECTABLE;5/12/2000;ABBOTT LABORATORIES DE CHILE LTDA.;"A/Victoria/2570/2019 (H1N1) Pdm09 Cepa Que Deriva De (A/Victoria/2570/2019;Ivr-215);A/Darwin/9/2021 (H3N2) Cepa Que Deriva De (A/Darwin/6/2021;Ivr-227);B/Austria/1359417/2021 Cepa Que Deriva De (B/Austria/1359417/2021;Bvr-26)";
N-397/20;INSTALAX JALEA LAXANTE ORAL;10/03/1988;KNOP LABORATORIOS S.A.;;
N-506/17;INSTALAX NF JALEA LAXANTE 0,35% p/p;12/12/2012;KNOP LABORATORIOS S.A.;;
F-4398/20;IONIL - T CHAMPÚ;25/07/1986;LABORATORIO D & M PHARMA LTDA.;ACIDO SALICILICO//ALQUITRAN;
F-4534/20;IPSON FORTE SUSPENSIÓN ORAL 200 mg/5 mL;12/07/2000;LABORATORIOS SAVAL S.A.;IBUPROFENO;
F-2006/19;IPSON SUSPENSIÓN ORAL 100 mg/5 mL;31/08/1999;LABORATORIOS SAVAL S.A.;IBUPROFENO;
H-876/20;IRIS VERS COMPUESTO SOLUCIÓN PARA GOTAS ORALES;15/09/1988;KNOP LABORATORIOS S.A.;;
H-768/20;IRIS VERSICOLOR D6 COMPRIMIDOS;27/04/1988;KNOP LABORATORIOS S.A.;;
F-3731/20;IVAREST CREMA TÓPICA;12/01/1987;SYNTHON CHILE LTDA.;CALAMINA//DIFENHIDRAMINA;
F-12292/22;JABÓN YODADO 1.8 SOLUCIÓN TÓPICA 0,8 %;9/08/2002;ECOLAB S.A.;IODO;
K-77/20;JARABE PECTORAL PALTOMIEL ADULTO;29/11/1985;KNOP LABORATORIOS S.A.;;
K-78/20;JARABE PECTORAL PALTOMIEL INFANTIL;29/11/1985;KNOP LABORATORIOS S.A.;;
N-405/20;JUNIPERUS COMPRIMIDOS;30/03/1988;KNOP LABORATORIOS S.A.;;
K-76/20;K.C.M.C. COMPRIMIDOS;4/06/1986;KNOP LABORATORIOS S.A.;;
H-784/20;KALIUM BROMATUM D6 COMPRIMIDOS;24/03/1988;KNOP LABORATORIOS S.A.;;
H-774/20;KALIUM JODATUM D6 COMPRIMIDOS;7/03/1988;KNOP LABORATORIOS S.A.;;
H-827/20;KALIUM MURIATICUM D6 COMPRIMIDOS;8/08/1985;KNOP LABORATORIOS S.A.;;
H-828/20;KALIUM PHOSPHORICUM D6 COMPRIMIDOS;18/11/1986;KNOP LABORATORIOS S.A.;Kalium Phosphoricum D6;
H-829/20;KALIUM SULFURICUM D6 COMPRIMIDOS;13/09/1985;KNOP LABORATORIOS S.A.;;
F-8696/21;KANK-EZE PLUS SOLUCIÓN TÓPICA BUCAL 20%;3/11/1995;SYNTHON CHILE LTDA.;BENZOCAINA//CETILPIRIDINIO CLORURO//TINTURA DE BENZOINA;
K-91/22;KARAYA C.M.C. CÁPSULAS;25/04/2007;KNOP LABORATORIOS S.A.;;
F-22375/21;KENDOL COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA 665 mg;5/01/2016;ASCEND LABORATORIES S.p.A.;PARACETAMOL;
F-24863/19;KETOPROFENO GEL TÓPICO 2,5%;5/06/2019;ASCEND LABORATORIES S.p.A.;KETOPROFENO;
F-26029/21;KETOPROFENO GEL TOPICO 2,5 % ;15/03/2021;DROGUERÍA GLOBAL PHARMA S.p.A.;KETOPROFENO;
F-25330/20;KETOPROFENO GEL TOPICO 2,5%;10/03/2020;ETHON PHARMACEUTICALS S.p.A.;KETOPROFENO;
F-25837/20;KETOPROFENO GEL TÓPICO 2,5%;2/12/2020;LABORATORIO HOSPIFARMA CHILE LTDA.;KETOPROFENO;
F-17536/19;KITADOL 1000 COMPRIMIDOS 1 g;15/05/2009;LABORATORIO CHILE S.A.;PARACETAMOL;
F-20069/18;KITADOL ANTIGRIPAL DÍA Y NOCHE COMPRIMIDOS RECUBIERTOS;27/06/2013;LABORATORIO CHILE S.A.;CAFEINA//CLORFENAMINA//PARACETAMOL;
F-494/18;KITADOL COMPRIMIDOS 500 mg;30/04/1998;LABORATORIO CHILE S.A.;PARACETAMOL;
F-12244/22;KITADOL FORTE COMPRIMIDOS RECUBIERTOS;25/07/2002;LABORATORIO CHILE S.A.;CAFEINA//PARACETAMOL;
F-14830/20;KITADOL INFANTIL COMPRIMIDOS MASTICABLES 160 mg;14/06/2005;LABORATORIO CHILE S.A.;PARACETAMOL;
F-496/18;KITADOL INFANTIL JARABE 120 mg/5 mL;27/04/1998;LABORATORIO CHILE S.A.;PARACETAMOL;
F-17515/19;KITADOL INFANTIL SOLUCIÓN ORAL PARA GOTAS 100 mg/mL (PARACETAMOL (ACETAMINOFENO));29/04/2009;LABORATORIO CHILE S.A.;PARACETAMOL;
F-495/18;KITADOL INFANTIL SUPOSITORIOS 125 mg;27/04/1998;LABORATORIO CHILE S.A.;PARACETAMOL;
F-19849/18;Kitadol noche comprimidos recubiertos;29/03/2013;LABORATORIO CHILE S.A.;CLORFENAMINA//PARACETAMOL;
H-1238/22;KOLIK GLÓBULOS;17/11/2017;KNOP LABORATORIOS S.A.;;
H-781/20;KORO 2 COMPRIMIDOS;24/03/1988;KNOP LABORATORIOS S.A.;;
H-316/18;LACHESS COMPRIMIDOS;20/03/1958;KNOP LABORATORIOS S.A.;;
N-597/18;LACORYL CÁPSULAS 60 mg (EXTRACTO DE CORTEZA PINUS PINASTER AITON);3/10/2018;LABORATORIOS RECALCINE S.A.;;
F-8110/21;LAROTABE CÁPSULAS BLANDAS;11/05/1994;BAYER S.A.;BETACAROTENO//CALCIO ASCORBATO//COBRE SULFATO//LEVADURA SELENIO//MANGANESO SULFATO//TOCOFEROL//ZINC OXIDO;
F-13916/19;LAXONAROL CÁPSULAS BLANDAS 1,1 g;24/06/2004;DROGUERÍA FARMOQUÍMICA DEL PACÍFICO S.A.;GLICEROL;
F-819/18;LEBLON UNGÜENTO LABIAL;28/12/1998;LABORATORIO MAVER S.A.;ALCANFOR//FENOL;
F-1203/18;LECHE DE MAGNESIA PASTEUR SUSPENSIÓN ORAL 7,5%;4/05/1966;LABORATORIO PASTEUR S.A.;MAGNESIO HIDROXIDO;
F-23429/22;LECHE DE MAGNESIA SUSPENSIÓN ORAL 8,5 g / 100 mL;12/04/2017;ASPEN CHILE S.A.;MAGNESIO HIDROXIDO;
H-1176/19;LEDUM D6 GLÓBULOS;17/09/2009;LABORATORIOS BIOSPHARE S.A.;;
F-10606/21;LEFKACID COMPRIMIDOS;15/11/1996;KNOP LABORATORIOS S.A.;ALUMINIO HIDROXIDO//CALCIO CARBONATO//MAGNESIO HIDROXIDO;
N-106/21;LEFKAFLAM EMULSIÓN TÓPICA;1/03/1997;KNOP LABORATORIOS S.A.;;
F-5604/20;LERTUS GEL TÓPICO 1%;24/08/1987;TECNOFARMA S.A.;DICLOFENACO;
F-24724/19;LEVONORGESTREL COMPRIMIDOS 0,75 mg;26/03/2019;LABORATORIO HOSPIFARMA CHILE LTDA.;LEVONORGESTREL;
F-24897/19;LEVONORGESTREL COMPRIMIDOS 1,5 mg;24/06/2019;LABORATORIO HOSPIFARMA CHILE LTDA.;LEVONORGESTREL;
F-25689/20;LEVONORGESTREL COMPRIMIDOS 1,5 mg;21/09/2020;ASCEND LABORATORIES S.p.A.;LEVONORGESTREL;
F-11647/21;LEVUCAL COMPRIMIDOS MASTICABLES 500 mg;14/01/1995;LABORATORIO PASTEUR S.A.;CALCIO CARBONATO;
F-1802/19;LEVUCAL D CÁPSULAS;8/06/1999;LABORATORIO PASTEUR S.A.;CALCIO CARBONATO//COLECALCIFEROL;
F-17082/18;LEVUCAL D FORTE CÁPSULAS;12/09/2008;LABORATORIO PASTEUR S.A.;CALCIO CARBONATO//COLECALCIFEROL;
F-14286/19;LEVUCAL D INSTANT GRANULADO EFERVESCENTE PARA SOLUCIÓN ORAL;24/11/2004;LABORATORIO PASTEUR S.A.;CALCIO CARBONATO//COLECALCIFEROL;
F-13089/18;LEVUCAL INSTANT GRANULADO PARA SOLUCIÓN ORAL;18/08/2003;LABORATORIO PASTEUR S.A.;CALCIO CARBONATO;
F-13090/18;LEVUCAL INSTANT GRANULADO PARA SOLUCIÓN ORAL 1 g;18/08/2003;LABORATORIO PASTEUR S.A.;CALCIO CARBONATO;
F-23852/18;LIDIL LACA PARA UÑAS AL 5% (AMOROLFINA);14/06/2018;MEGALABS CHILE S.A.;AMOROLFINA;
N-178/21;LLANTÉN EXTRACTO FLUIDO, SOLUCIÓN PARA GOTAS ORALES;29/03/1990;KNOP LABORATORIOS S.A.;;
H-573/20;LOBELIA COMPUESTA I SOLUCIÓN PARA GOTAS ORALES;19/07/1988;KNOP LABORATORIOS S.A.;;
H-880/20;LOBELIA COMPUESTA II SOLUCIÓN ORAL PARA GOTAS;19/07/1988;KNOP LABORATORIOS S.A.;;
H-715/20;LUFFEEL SOLUCIÓN PARA INHALACIÓN NASAL;25/08/2000;PRODUCTOS FARMACÉUTICOS HEEL CHILE LTDA.;;
H-845/20;LUMBOPLEX COMPRIMIDOS;2/03/1989;KNOP LABORATORIOS S.A.;;
H-794/20;LYCOPODIUM D6 COMPRIMIDOS;19/07/1988;KNOP LABORATORIOS S.A.;;
N-465/18;LYCOPROST CÁPSULAS 300 mg;23/06/2008;KNOP LABORATORIOS S.A.;;
H-1288/21;LYMPHOMYOSOT COMPRIMIDOS SUBLINGUALES;8/11/2021;PRODUCTOS FARMACÉUTICOS HEEL CHILE LTDA.;"ARANEUS DIADEMATUS D6;CALCIUM PHOSPHORICUM D12;EQUISETUM HIEMALE D4;FERRUM IODATUM D12;FUMARIA OFFICINALIS D4;GENTIANA LUTEA D5;GERANIUM ROBERTIANUM D4;JUGLANS REGIA SSP. REGIA D3;LEVOTHYROXINUM D12;MYOSOTIS ARVENSIS D3;NASTURTIUM OFFICINALE D4;NATRIUM SULFURICUM D4;PINUS SYLVESTRIS D4;SCROPHULARIA NODOSA D3;SMILAX D6;TEUCRIUM SCORODONIA D3;VERONICA OFFICINALIS D3";
H-1152/19;LYMPHOMYOSOT N SOLUCIÓN ORAL PARA GOTAS;17/07/2009;PRODUCTOS FARMACÉUTICOS HEEL CHILE LTDA.;;
N-618/20;MADECASSOL CREMA 1%;27/03/1962;BAYER S.A.;EXTRACTO CENTELLA ASIATICA;
F-19011/21;MAGNATIL-C CÁLCICO COMPRIMIDOS EFERVESCENTES;24/10/2011;TECNOFARMA S.A.;ACIDO ASCORBICO//CALCIO HIPOFOSFITO//MAGNESIO OXIDO//MAGNESIO SULFATO;
F-10335/21;MAGNATIL-C COMPRIMIDOS EFERVESCENTES;1/07/1992;TECNOFARMA S.A.;ACIDO ASCORBICO//MAGNESIO OXIDO//MAGNESIO SULFATO;
H-1146/19;MAGNESIUM CARBONICUM COMPUESTO SOLUCIÓN ORAL PARA GOTAS;4/08/2009;LABORATORIOS BIOSPHARE S.A.;;
H-1253/19;MAGNESIUM PHOSPHORICUM COMPUESTO 8A SOLUCIÓN PARA GOTAS ORALES;30/09/2019;KNOP LABORATORIOS S.A.;"AVENA SATIVA D1;MAGNESIUM PHOSPHORICUM D8;PASSIFLORA INCARNATA D1;ROBINIA PSEUDOACACIA D8;STRYCHNOS NUX VOMICA D8";
H-830/20;MAGNESIUM PHOSPHORICUM D6 COMPRIMIDOS;13/09/1985;KNOP LABORATORIOS S.A.;;
K-60/19;MAGNESIUM PHOSPHORICUM SOLUCIÓN PARA GOTAS ORALES Nº 6;9/03/1993;ARAMA NATURAL PRODUCTS DISTRIBUIDORA LTDA.;;
N-180/21;MARRUBIO EXTRACTO FLUIDO SOLUCIÓN PARA GOTAS ORALES;5/04/1990;KNOP LABORATORIOS S.A.;;
H-735/20;MASTUERZO COMPUESTO SOLUCIÓN ORAL PARA GOTAS;17/03/1989;KNOP LABORATORIOS S.A.;;
H-815/20;MATICO COMPUESTO T.M. COMPRIMIDOS;23/08/1988;KNOP LABORATORIOS S.A.;;
N-181/21;MATICO, EXTRACTO FLUIDO, SOLUCIÓN PARA GOTAS ORALES;10/05/1990;KNOP LABORATORIOS S.A.;;
K-74/20;MATIKOMP UNGÜENTO TÓPICO;4/05/1988;KNOP LABORATORIOS S.A.;;
H-721/20;MELINERV SOLUCIÓN PARA GOTAS ORALES;5/01/1989;LAURA XIMENA POLANCO GONZÁLEZ;;
N-100/21;MELIPASS CÁPSULAS;14/05/1996;KNOP LABORATORIOS S.A.;;
N-103/21;MELIPASS SOLUCIÓN ORAL 1,5 mL/5 mL;22/05/1990;KNOP LABORATORIOS S.A.;;
N-182/21;MELISA EXTRACTO FLUIDO, SOLUCIÓN PARA GOTAS ORALES;5/04/1990;KNOP LABORATORIOS S.A.;;
H-816/20;MELISA TM COMPRIMIDOS;10/08/1988;KNOP LABORATORIOS S.A.;;
N-576/21;MELISSA T.M. SOLUCIÓN ORAL PARA GOTAS;24/06/2016;LAURA XIMENA POLANCO GONZÁLEZ;;
F-22325/20;MENTALOL UNGÜENTO;2/12/2015;DROGUERÍA FARMOQUÍMICA DEL PACÍFICO LTDA.;ALCANFOR//MENTOL;
F-13646/19;MENTHOLATUM CALORUB PARCHE TÓPICO 10%;14/04/2004;DROGUERÍA HOFMANN S.A.C.;SALICILATO DE METILO;
F-6949/20;MENTHOLATUM KIDS CON AROMA CEREZA UNGÜENTO TÓPICO;1/09/2000;DROGUERIA HOFMANN LIMITADA Y COMPAÑIA EN COMANDITA POR ACCIONES;ACEITE DE EUCALIPTUS//ALCANFOR//MENTOL;
F-2460/19;MENTHOLATUM SOLUCIÓN PARA INHALACIÓN NASAL, EN TÓRULAS;28/03/1977;DROGUERIA HOFMANN LIMITADA Y COMPAÑIA EN COMANDITA POR ACCIONES;ALCANFOR//MENTOL//SALICILATO DE METILO;
F-15904/22;MENTHOLATUM UNGÜENTO TÓPICO;18/01/2007;DROGUERIA HOFMANN LIMITADA Y COMPAÑIA EN COMANDITA POR ACCIONES;ALCANFOR//MENTOL;
F-1205/18;MENTHOSE UNGÜENTO;2/03/1942;LABORATORIO PASTEUR S.A.;ALCANFOR//MENTOL//SALICILATO DE METILO;
F-25841/20;MENTISAN UNGÜENTO TÓPICO;2/12/2020;NARITA S.A.;ALCANFOR//MENTOL;
H-1177/19;MERCURIUS SOLUBILIS D6 GLÓBULOS;17/09/2009;LABORATORIOS BIOSPHARE S.A.;;
F-2700/19;MERPAL GEL TÓPICO 1,16%;30/12/1999;LABORATORIOS PRATER S.A.;DICLOFENACO;
F-15577/21;MERPAL SOLUCIÓN TÓPICA SPRAY 1,16%;30/10/2006;LABORATORIOS PRATER S.A.;DICLOFENACO;
F-6380/20;METAMIZOL SÓDICO (DIPIRONA) SUPOSITORIOS 250 mg;17/03/1987;LABORATORIO VALMA SPA;METAMIZOL SODICO;
F-7556/21;METAMIZOL SÓDICO + CAFEÍNA + CLORFENAMINA MALEATO COMPRIMIDOS;20/06/2001;CHEMOPHARMA S.A.;CAFEINA//CLORFENAMINA//METAMIZOL SODICO;
F-7557/21;METAMIZOL SÓDICO + CAFEÍNA + CLORFENAMINA MALEATO COMPRIMIDOS;20/06/2001;INSTITUTO SANITAS S.A.;CAFEINA//CLORFENAMINA//METAMIZOL SODICO;
F-3446/20;METAMIZOL SÓDICO MONOHIDRATO COMPRIMIDOS 300 mg;3/05/2000;MINTLAB Co. S.A.;METAMIZOL SODICO;
F-11604/21;METAMIZOL SÓDICO SUPOSITORIOS 250 mg;21/11/1991;LABORATORIO PASTEUR S.A.;METAMIZOL SODICO;
N-441/21;METAMUCIL SABOR FRUTILLA POLVO PARA SUSPENSIÓN ORAL 31,27%;10/07/1990;PROCTER & GAMBLE CHILE LTDA.;;
N-440/21;METAMUCIL SABOR LIMÓN POLVO PARA SUSPENSIÓN ORAL 53,47%;13/03/1992;PROCTER & GAMBLE CHILE LTDA.;;
N-438/21;METAMUCIL SABOR NARANJA POLVO PARA SUSPENSIÓN ORAL 56,20%;10/07/1990;PROCTER & GAMBLE CHILE LTDA.;;
F-25215/20;MICOLAC LACA PARA UÑAS 5%;10/01/2020;LABORATORIO D & M PHARMA LTDA.;AMOROLFINA;
F-24061/18;MICONAIL LACA PARA UÑAS 5% (Amorolfina);28/08/2018;INSTITUTO SANITAS S.A.;AMOROLFINA;
F-21678/20;MICOSEPDEO AEROSOL TÓPICO 1% (CLOTRIMAZOL);22/01/2015;LABORATORIOS D & M PHARMA LTDA.;CLOTRIMAZOL;
H-1251/19;MIGRAPLEX COMPRIMIDOS SUBLINGUALES;6/09/2019;KNOP LABORATORIOS S.A.;;
F-12164/22;MINTAGLOS POMADA DÉRMICA;7/06/2002;MINTLAB Co. S.A.;ACEITE DE HIGADO DE BACALAO//COLECALCIFEROL//ZINC OXIDO;
F-17663/19;MINTALUB CREMA DÉRMICA;15/07/2009;MINTLAB Co. S.A.;MENTOL//SALICILATO DE METILO;
F-759/18;MINTAMOX Solución oral 15 mg/5mL (Ambroxol);4/09/1998;MINTLAB Co. S.A.;AMBROXOL;
F-760/18;MINTAMOX Solución oral 30 mg/5mL;4/09/1998;MINTLAB Co. S.A.;AMBROXOL;
F-26483/21;MOMENTUM COMPRIMIDOS 1,5mg (LEVONORGESTREL);4/11/2021;DEUTSCHE PHARMA S.A.;LEVONORGESTREL;
N-415/20;MORERA COMPRIMIDOS;23/08/1988;KNOP LABORATORIOS S.A.;;
N-501/22;MUXELIX JARABE 35 mg/5 mL;9/05/2012;EUROLAB LTDA.;;
F-5468/20;MUXOL COMPRIMIDOS 30 mg;11/01/1985;EUROLAB LTDA.;AMBROXOL;
F-7954/21;NAPHTEARS SOLUCIÓN OFTÁLMICA 0,012%;1/03/1993;ALCON LABORATORIOS CHILE LTDA.;NAFAZOLINA;
F-12454/17;NAPROXENO GEL TÓPICO 10%;30/10/2002;OPKO CHILE S.A.;NAPROXENO;
F-12052/22;NAPROXENO SUPOSITORIOS INFANTILES 50 mg;19/04/2002;OPKO CHILE S.A.;NAPROXENO;
F-19699/17;NASTIGRIP DÍA - NOCHE COMPRIMIDOS;28/11/2012;LABORATORIO BAGÓ DE CHILE S.A.;CAFEINA//CLORFENAMINA//PARACETAMOL;
F-22870/21;NATIK 90 POLVO PARA SOLUCIÓN ORAL EN SOBRES SABOR NATURAL;20/07/2016;LABORATORIOS RAFFO S.A.;GLUCOSA//POTASIO CLORURO//SODIO CITRATO//SODIO CLORURO;
H-877/20;NATRIUM CHOLEINICUM COMPUESTO SOLUCIÓN ORAL PARA GOTAS;22/02/1989;KNOP LABORATORIOS S.A.;;
H-831/20;NATRIUM MURIATICUM D6 COMPRIMIDOS;13/09/1985;KNOP LABORATORIOS S.A.;;
H-832/20;NATRIUM PHOSPHOSICUM D6 COMPRIMIDOS;26/12/1986;KNOP LABORATORIOS S.A.;;
H-833/20;NATRIUM SULFURICUM D6 COMPRIMIDOS;13/09/1985;KNOP LABORATORIOS S.A.;;
F-7368/21;NEFERSIL GEL TÓPICO 5%;2/02/2001;MEGALABS CHILE S.A.;CLONIXINIO;
F-2524/20;NEO - PANKREOFLAT COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO;11/10/1978;MEGALABS CHILE S.A.;PANCREATINA//SILICONA;
F-11104/21;NEOGASOL EMULSIÓN PARA GOTAS ORALES 4%;3/10/1991;LABORATORIOS LAFI LTDA.;SIMETICONA;
H-926/20;NERVOHEEL N COMPRIMIDOS SUBLINGUALES;16/10/2000;PRODUCTOS FARMACÉUTICOS HEEL CHILE LTDA.;;
H-1198/21;NEUREXAN COMPRIMIDOS SUBLINGUALES;21/12/2011;PRODUCTOS FARMACÉUTICOS HEEL CHILE LTDA.;;
H-1103/20;NEUROSEDANTE SOLUCIÓN ORAL PARA GOTAS;29/09/2005;LABORATORIOS BIOSPHARE S.A.;;
F-13530/19;NICODROPS SOLUCIÓN OFTÁLMICA;8/03/2004;LABORATORIOS SAVAL S.A.;DEXTRAN//HIPROMELOSA//NAFAZOLINA;
F-23841/18;NIFECOR SOLUCION OFTALMICA 0,012% (NAFAZOLINA CLORHIDRATO);1/06/2018;EUROFARMA CHILE S.A.;NAFAZOLINA;
F-10983/21;NIOFEN FORTE SUSPENSIÓN ORAL 200 mg/5 mL;17/01/1997;LABORATORIOS RECALCINE S.A.;IBUPROFENO;
F-10984/21;NIOFEN SUSPENSIÓN ORAL 100 mg/5 mL;23/08/1990;LABORATORIOS RECALCINE S.A.;IBUPROFENO;
F-20191/18;NOMASDOL GEL TÓPICO 1%;6/08/2013;OPKO CHILE S.A.;DICLOFENACO;
F-1390/18;NOSCAPINA COMPRIMIDOS 20 mg;7/05/1969;LABORATORIO CHILE S.A.;NOSCAPINA;
F-2568/19;NOSCAPINA COMPRIMIDOS 20 mg;17/10/1978;LABORATORIO PASTEUR S.A.;NOSCAPINA;
F-2569/19;NOSCAPINA JARABE;17/10/1978;LABORATORIO PASTEUR S.A.;NOSCAPINA;
F-25636/20;NOSCAPINA JARABE 5 mg/5 mL;17/08/2020;EUROFARMA CHILE S.A.;NOSCAPINA;
F-10830/21;NOVACETOL CREMA TÓPICA 1%;28/11/1994;LABORATORIOS PRATER S.A.;CLOTRIMAZOL;
F-635/18;NOVOTEARS SOLUCIÓN OFTÁLMICA 0,012%;24/07/1998;LABORATORIOS SAVAL S.A.;NAFAZOLINA;
F-15735/21;NP-27 SOLUCIÓN TÓPICA 8,71%;10/10/2006;DROGUERÍA FARMOQUÍMICA DEL PACÍFICO LTDA.;ACIDO UNDECILENICO;
F-25337/20;NP-27 SOLUCIÓN TÓPICA 8,71% (ÁCIDO UNDECILÉNICO);16/03/2020;DROGUERÍA FARMOQUÍMICA DEL PACÍFICO S.p.A.;ACIDO UNDECILENICO;
F-12657/17;NUM - ZIT 5 SOLUCIÓN PARA GOTAS ORALES 5 mg/mL;30/12/2002;LABORATORIOS SILESIA S.A.;ZINC SULFATO;
H-884/20;NUPHAR LUTEUM COMPUESTO SOLUCIÓN ORAL PARA GOTAS;14/03/1989;KNOP LABORATORIOS S.A.;;
H-885/20;NUX VÓMICA COMPUESTA SOLUCIÓN PARA GOTAS ORALES;14/09/1988;KNOP LABORATORIOS S.A.;;
H-1178/19;NUX VOMICA D6 GLÓBULOS;17/09/2009;LABORATORIOS BIOSPHARE S.A.;;
H-1087/17;NUX VOMICA-HEELACCORD SOLUCIÓN ORAL PARA GOTAS;18/12/2002;Productos Farmacéuticos Heel Chile Ltda.;;
F-1071/18;OBLEAS CHINAS LI-WU-PAT;3/11/1998;LABORATORIO MAVER S.A.;ACIDO ACETILSALICILICO//CAFEINA;
F-22299/20;OCUREL LC SOLUCIÓN OFTÁLMICA 0,025% (OXIMETAZOLINA CLORHIDRATO);18/11/2015;LABORATORIOS D & M PHARMA LTDA.;OXIMETAZOLINA;
F-10441/21;ORALGENE COLUTORIO 0,12%;19/01/1997;LABORATORIO MAVER S.A.;CLORHEXIDINA;
F-3813/20;ORALGENE COLUTORIO AL 0,1%;7/10/1988;LABORATORIO MAVER S.A.;CLORHEXIDINA;
H-1102/20;OSCILLOCOCCINUM GLÓBULOS HOMEOPÁTICOS;3/06/2005;DISPOLAB FARMACÉUTICA S.A.;;
